category,roman_urdu,urdu_script,translated_by_llm,translated_by_google
Technology,mera charger port loose ho gaya hai,میرا چارجر پورٹ لوز ہو گیا ہے,My charger port has become loose,My charger port is loose
Technology,mujhe new laptop ke benchmarks dekhne hain,مجھے نئے لیپ ٹاپ کے بینچ مارکس دیکھنے ہیں,I need to check the new laptop benchmarks,I want to see the benchmarks of the new laptop
Technology,phone ki ringtone bohot low ho gayi hai,فون کی رنگ ٹون بہت کم ہو گئی ہے,My phone ringtone has become very low,The ringtone of the phone is very low
Technology,mujhe ek wireless earbud recommend karo,مجھے ایک وائرلیس ایئربڈ ریکمینڈ کرو,Recommend me a wireless earbud,Recommend me a wireless earbud
Technology,mujhe computer ka fan replace karna hai,مجھے کمپیوٹر کا فین تبدیل کرنا ہے,I need to replace my computer fan,I need to replace the computer fan
Technology,mera phone overheating issue de raha hai,میرا فون اوور ہیٹنگ کا مسئلہ دے رہا ہے,My phone has an overheating issue,My phone is giving overheating problem
Technology,mujhe ek strong wifi signal booster chahiye,مجھے ایک مضبوط وائی فائی سگنل بوسٹر چاہیے,I need a strong WiFi signal booster,I want a strong wifi signal booster
Technology,mujhe apna facebook account recover karna hai,مجھے اپنا فیس بک اکاؤنٹ ریکور کرنا ہے,I need to recover my Facebook account,I need to recover my Facebook account
Technology,mera online meeting mic detect nahi kar raha,میری آن لائن میٹنگ مائیک کو ڈیٹیکٹ نہیں کر رہی,My online meeting isn’t detecting the mic,My online meeting is not detecting the mic
Technology,mujhe apne PC ka temperature monitor karna hai,مجھے اپنے پی سی کا درجہ حرارت مانیٹر کرنا ہے,I need to monitor my PC temperature,I have to monitor the temperature of my PC
Technology,mujhe ek compact external hard disk chahiye,مجھے ایک کمپیکٹ ایکسٹرنل ہارڈ ڈسک چاہیے,I need a compact external hard drive,I want a compact external hard disk
Technology,mera smart TV apps open nahi kar raha,میرا اسمارٹ ٹی وی ایپس نہیں کھول رہا,My smart TV isn’t opening apps,My Smart TV is not opening apps
Technology,mujhe apne phone ka bootloader unlock karna hai,مجھے اپنے فون کا بوٹ لوڈر ان لاک کرنا ہے,I need to unlock my phone bootloader,I need to unlock bootloader of my phone
Technology,mera laptop fan unusual noise kar raha hai,میرا لیپ ٹاپ فین عجیب آواز کر رہا ہے,My laptop fan is making strange noise,My laptop fan is making strange noise
Technology,mujhe screen mirroring setup karni hai,مجھے اسکرین میررنگ سیٹ اپ کرنی ہے,I need to set up screen mirroring,I need to setup screen mirroring
Technology,mujhe mechanical keyboard ka sound pasand hai,مجھے میکینکل کی بورڈ کی آواز پسند ہے,I like the sound of mechanical keyboards,I love the sound of a mechanical keyboard
Technology,mujhe coding ke liye dual monitor setup banana hai,مجھے کوڈنگ کے لیے ڈوئل مانیٹر سیٹ اپ بنانا ہے,I want to set up dual monitors for coding,I have to create a dual monitor setup for coding
Technology,mujhe PC build karne ke parts compare karne hain,مجھے پی سی بلڈ کرنے کے پارٹس کمپئیر کرنے ہیں,I need to compare PC build parts,I want to compare parts to build a PC
Technology,mujhe phone ka boot time bohot slow lag raha hai,مجھے فون کا بوٹ ٹائم بہت سلو لگ رہا ہے,My phone’s boot time feels very slow,I find the boot time of the phone very slow
Technology,mera wifi password change karna hai,میرا وائی فائی پاس ورڈ تبدیل کرنا ہے,I need to change my WiFi password,I want to change my Wi-Fi password
Technology,mujhe data recovery software chahiye,مجھے ڈیٹا ریکوری سافٹ ویئر چاہیے,I need data recovery software,I want data recovery software
Technology,mujhe online file converter use karna hai,مجھے آن لائن فائل کنورٹر استعمال کرنا ہے,I need to use an online file converter,I have to use an online file converter
Technology,mera mobile hotspot off ho jaata hai automatically,میرا موبائل ہاٹ اسپاٹ خود بخود بند ہو جاتا ہے,My mobile hotspot turns off automatically,My mobile hotspot turns off automatically
Technology,mujhe AI tools ke bare mein seekhna hai,مجھے اے آئی ٹولز کے بارے میں سیکھنا ہے,I want to learn about AI tools,I want to learn about AI tools
Technology,mujhe webcam ki quality improve karni hai,مجھے ویب کیم کی کوالٹی بہتر کرنی ہے,I need to improve my webcam quality,I need to improve the quality of the webcam
Technology,mere laptop ka hinge tight ho gaya hai,میرے لیپ ٹاپ کا ہنج سخت ہوگیا ہے,The hinge of my laptop has become tight,My laptop hinge is stiff
Technology,mujhe digital signature create karna hai,مجھے ڈیجیٹل سگنیچر بنانا ہے,I need to create a digital signature,I need to create a digital signature
Technology,mujhe apne PC ka disk usage control karna hai,مجھے اپنے پی سی کا ڈسک یوزج کنٹرول کرنا ہے,I need to control disk usage on my PC,I want to control the disk usage of my PC
Technology,mera tablet stylus detect nahi kar raha,میرا ٹیبلٹ اسٹائلس ڈیٹیکٹ نہیں کر رہا,My tablet isn’t detecting the stylus,My tablet is not detecting the stylus
Technology,phone ki vibration bohot weak ho gayi hai,فون کی وائبریشن بہت ویک ہو گئی ہے,My phone’s vibration has become very weak,The phone's vibration has become too much
Technology,mujhe ek portable projector chahiye,مجھے ایک پورٹ ایبل پروجیکٹر چاہیے,I need a portable projector,I want a portable projector
Technology,mujhe ek smart plug install karna hai,مجھے ایک اسمارٹ پلگ انسٹال کرنا ہے,I need to install a smart plug,I have to install a smart plug
Technology,mera gaming console heat up ho raha hai,میرا گیمنگ کنسول گرم ہو رہا ہے,My gaming console is heating up,My gaming console is heating up
Technology,mujhe network speed test karna hai,مجھے نیٹ ورک اسپیڈ ٹیسٹ کرنا ہے,I need to test my network speed,I want to do a network speed test
Technology,mujhe ek noise cancelling headphones chahiye,مجھے ایک نائس کینسلنگ ہیڈفون چاہیے,I need noise-cancelling headphones,I want a nice canceling headphone
Technology,mera webcam automatically disconnect ho jata hai,میرا ویب کیم خود بخود ڈس کنیکٹ ہو جاتا ہے,My webcam disconnects automatically,My webcam disconnects automatically
Technology,tablet ki screen rotation stuck ho gayi hai,ٹیبلٹ کی اسکرین روٹیشن اٹک گئی ہے,My tablet screen rotation is stuck,Tablet screen rotation is stuck
Technology,mujhe apna operating system reinstall karna hai,مجھے اپنا آپریٹنگ سسٹم دوبارہ انسٹال کرنا ہے,I need to reinstall my operating system,I have to reinstall my operating system
Technology,phone ka speaker distorted sound de raha hai,فون کا اسپیکر ڈسٹارٹڈ آواز دے رہا ہے,My phone speaker is giving distorted sound,Phone speaker is giving distorted sound
Technology,mera laptop charging adapter overheated lag raha hai,میرا لیپ ٹاپ چارجر اوور ہیٹڈ لگ رہا ہے,My laptop charger seems overheated,My laptop charger seems to be overheating
Technology,mujhe screen recorder install karna hai,مجھے اسکرین ریکارڈر انسٹال کرنا ہے,I need to install a screen recorder,I have to install screen recorder
Technology,mere computer ka BIOS update karna hai,میرے کمپیوٹر کا BIOS اپ ڈیٹ کرنا ہے,I need to update my computer BIOS,My computer's BIOS needs to be updated
Technology,mujhe ek fast NVMe drive chahiye,مجھے ایک فاسٹ NVMe ڈرائیو چاہیے,I need a fast NVMe drive,I want a fast NVMe drive
Technology,phone ki call quality poor ho rahi hai,فون کی کال کوالٹی خراب ہو رہی ہے,My phone’s call quality is getting poor,The call quality of the phone is deteriorating
Technology,mujhe WiFi extender setup karna hai,مجھے وائی فائی ایکسٹینڈر سیٹ اپ کرنا ہے,I need to set up a WiFi extender,I have to setup a wifi extender
Technology,mujhe ek action camera lena hai vlogging ke liye,مجھے ولاگنگ کے لیے ایک ایکشن کیمرا لینا ہے,I need an action camera for vlogging,I want to get an action camera for vlogging
Technology,mera USB port detect nahi kar raha device,میرا یو ایس بی پورٹ ڈیوائس کو ڈیٹیکٹ نہیں کر رہا,My USB port is not detecting the device,My USB port is not detecting the device
Technology,mujhe ek RGB mouse pad chahiye,مجھے ایک RGB ماؤس پیڈ چاہیے,I need an RGB mouse pad,I want an RGB mouse pad
Technology,mujhe phone ki default apps disable karni hain,مجھے فون کی ڈیفالٹ ایپس ڈس ایبل کرنی ہیں,I need to disable the phone’s default apps,I want to disable the phone's default apps
Technology,mera laptop sleep mode se wake nahi hota,میرا لیپ ٹاپ سلیپ موڈ سے آن نہیں ہوتا,My laptop doesn’t wake from sleep mode,My laptop won't turn on from sleep mode
Technology,mujhe ek touchscreen laptop try karna hai,مجھے ایک ٹچ اسکرین لیپ ٹاپ ٹرائی کرنا ہے,I want to try a touchscreen laptop,I want to try a touch screen laptop
Technology,mujhe PC ke drivers update karne hain,مجھے پی سی کے ڈرائیورز اپ ڈیٹ کرنے ہیں,I need to update my PC drivers,I need to update the PC drivers
Technology,mujhe smartwatch ka software update karna hai,مجھے سمارٹ واچ کا سافٹ ویئر اپ ڈیٹ کرنا ہے,I need to update my smartwatch software,I need to update the software of the smartwatch
Technology,mera internet ping bohot high ja raha hai,میرا انٹرنیٹ پنگ بہت ہائی جا رہا ہے,My internet ping is getting very high,My internet ping is going very high
Technology,mujhe ek sturdy laptop stand chahiye,مجھے ایک مضبوط لیپ ٹاپ اسٹینڈ چاہیے,I need a sturdy laptop stand,I want a sturdy laptop stand
